thread_title,thread_url,thread_author,thread_datetime,snippet,doctors,clinics,city
[問題] 眼袋醫師詢問,https://www.pttweb.cc/bbs/facelift/M.1730294523.A.CB7,,2024-10-30T21:22:00,[問題] 眼袋醫師詢問 - 看板facelift - PTT網頁版,眼袋醫師,,
[問題] 眼袋醫師詢問,https://www.pttweb.cc/bbs/facelift/M.1730294523.A.CB7,,2024-10-30T21:22:00,"[問題] 眼袋醫師詢問 ＋收藏 分享 看板 facelift 作者 eva7989 (eva) 時間 1年前 發表 (2024/10/30 21:22) , 1年前 編輯 推噓 5 ( 5 推 0 噓 5 → ) 留言 10則, 5人 參與 , 1年前 最新 討論串 1/1",眼袋醫師,,
[問題] 眼袋醫師詢問,https://www.pttweb.cc/bbs/facelift/M.1730294523.A.CB7,,2024-10-30T21:22:00,最近想要去做眼袋內開處理淚溝的部分～目前找了三家診所，只有先約到花漾諮詢，想問 以下這三位醫師哪位推薦呢？另外，也想問看看眼袋補脂跟轉位那種比較好,以下這三位醫師,目前找了三家診所,
[問題] 眼袋醫師詢問,https://www.pttweb.cc/bbs/facelift/M.1730294523.A.CB7,,2024-10-30T21:22:00,1.花漾 錢逸群醫師 ，用眼袋轉位的方式 2.璞美 荊偉政醫師，還沒諮詢過不知道細節 3.巨星 林敬鈞醫師 ，還沒諮詢不過爬文似乎是用補脂的方式,"錢逸群醫師,荊偉政醫師,林敬鈞醫師",,
[問題] 眼袋醫師詢問,https://www.pttweb.cc/bbs/facelift/M.1730294523.A.CB7,,2024-10-30T21:22:00,", 5 F me：群英 林雍球醫師 外開轉位加拉 11/04 18:23 , 5 F → babybabychun 11/04 18:24,",林雍球醫師,,
[問題] 眼袋醫師詢問,https://www.pttweb.cc/bbs/facelift/M.1730294523.A.CB7,,2024-10-30T21:22:00,", 7 F 之前去濰視美學給院長諮詢 他是用內開+玻 11/05 09:27 , 7 F → spcule 11/05 09:27,",去濰視美學給院長,,
[問題] 眼袋醫師詢問,https://www.pttweb.cc/bbs/facelift/M.1730294523.A.CB7,,2024-10-30T21:22:00,", 9 F 我妹是找如一蕭奕君醫師做內開 方式是眼袋 11/07 17:19 , 9 F → tszz 11/07 17:20,",找如一蕭奕君醫師,,
問題 請問需要開眼袋嗎？,https://www.pttweb.cc/bbs/facelift/M.1730271680.A.C78,,2024-10-30T15:01:00,最近覺得眼睛總是有種疲憊感 感覺眼袋好像有點明顯 已經詢問過幾家診所 都是建議要開(儷人、花漾、尚水美博) 平常都是戴眼鏡 也沒有化妝習慣 出去玩才會戴隱形眼鏡 一年加起來應該不到30天,,已經詢問過幾家診所,
[分享] 做完眼袋手術，終於讓我看起來像自己的年,https://www.pttweb.cc/bbs/facelift/M.1729393871.A.E9E,,2024-10-20T11:11:00,出社會後也有嘗試過玻尿酸或眼周填補之類的微整，但持續時間很短，大約一年就開始不見 了，而且只能補淚溝 眼袋的部分是無法解決的 因為也厭煩了每次填填補補這樣子的困擾，所以便開始查詢眼袋手術 後來知道有這種眼袋內開+補自體脂肪的方案後，就決定在奔三之前把這個困擾我多年的問? 解決。 諮詢過程醫師有問必答，讓我非常安心，決定在這邊做內開+補淚溝&蘋果肌。 跟自己的眼袋告別，也在診所留下了最醜的照片 自己看了真實的照片，還真像個欠卡債幾千萬的臉，而且眼袋跟我的長相 常常都被誤認成三四十歲的樣子= = 只能說天生長得成熟的人...,諮詢過程醫師,也在診所,
[分享] 做完眼袋手術，終於讓我看起來像自己的年,https://www.pttweb.cc/bbs/facelift/M.1729393871.A.E9E,,2024-10-20T11:11:00,畢竟是第一次選擇動刀，很怕自己會有心理壓力所以選擇了全麻 至少可以好好睡了一覺，然後再被護理師叫醒後就完成了 手術時間也不長，我甚至還想多睡一點>< 醒來後護理師還給我看了我眼袋裡面拿出來的脂肪 而且不用在眼下貼透氣膠帶，只需要貼人工皮在補脂的傷口就好，這也是為什麼我選擇這一 家診所的原因，太多家診所都說做完要貼三天左右 但，手術完當天真的很種很醜，請原諒我不提供會嚇到大家的照片(如果有超過50位網友要? ，我再放XDXD),,太多家診所,
[分享] 做完眼袋手術，終於讓我看起來像自己的年,https://www.pttweb.cc/bbs/facelift/M.1729393871.A.E9E,,2024-10-20T11:11:00,前一個月脂肪比較腫且硬，醫師表示是正常的，一個月後會慢慢軟化，確實大約一個月開始 硬腫的感覺慢慢退去，三個月的時候完全恢復正常的觸感，補脂的效果也非常好。 不過我還是有黑眼圈問題，但這個好像是靠眼袋手術也無法解決 問過滿多家都說這是體質關係，或建議我用威萃之類的 但拿掉眼袋的脂肪後，其實氣色就差很多了 雖然沒有變成少女樣，但感覺比較像我的年紀了(感動得想哭),,,
[分享] 做完眼袋手術，終於讓我看起來像自己的年,https://www.pttweb.cc/bbs/facelift/M.1729393871.A.E9E,,2024-10-20T11:11:00,", 13 F 我也是這種顏色的黑眼圈！求醫生價錢～ 10/24 00:17 , 13 F → vicky0516 10/24 13:02,",,,
[分享] 做完眼袋手術，終於讓我看起來像自己的年,https://www.pttweb.cc/bbs/facelift/M.1729393871.A.E9E,,2024-10-20T11:11:00,", 22 F 想知道診所/醫生/費用, 謝謝! 10/28 16:31 , 22 F 回應大家，我超推我的眼袋醫生 溫柔又細心，最重要的當然是幫我變年輕！醫生是詹東峻，在板橋尚水博做內開跟補淚溝蘋 果肌脂肪，睡著做手術，手術約7萬多快8",超推我的眼袋醫生,想知道診所,
[問題] 新竹打淚溝玻尿酸的診所(或醫師),https://www.pttweb.cc/bbs/facelift/M.1729235727.A.7BC,,2024-10-18T15:15:00,[問題] 新竹打淚溝玻尿酸的診所(或醫師) - 看板facelift - PTT網頁版,,新竹打淚溝玻尿酸的診所,新竹
[問題] 新竹打淚溝玻尿酸的診所(或醫師),https://www.pttweb.cc/bbs/facelift/M.1729235727.A.7BC,,2024-10-18T15:15:00,"[問題] 新竹打淚溝玻尿酸的診所(或醫師) ＋收藏 分享 看板 facelift 作者 hinetcsw (YOGA55155) 時間 1年前 發表 (2024/10/18 15:15) , 編輯 推噓 6 ( 6 推 0 噓 12 → ) 留言 18則, 6人 參與 , 1年前 最新 討論串 1/1",,新竹打淚溝玻尿酸的診所,新竹
[問題] 新竹打淚溝玻尿酸的診所(或醫師),https://www.pttweb.cc/bbs/facelift/M.1729235727.A.7BC,,2024-10-18T15:15:00,一直以為最近出現在我眼下陰影是黑眼圈 仔細看才發現是淚溝 爬文看滿多人淚溝會打玻尿酸 但淚溝好像很看醫師技術，看到有些失敗腫起來的 想問新竹有沒有技術好一點的診所或醫師 還有淚溝是不是打喬雅登或瑞絲朗這兩牌比較保險？,"淚溝好像很看醫師,一點的診所或醫師",想問新竹有沒有技術好一點的診所,新竹
[問題] 新竹打淚溝玻尿酸的診所(或醫師),https://www.pttweb.cc/bbs/facelift/M.1729235727.A.7BC,,2024-10-18T15:15:00,", 1 F 淚溝的確很吃醫生技術，有預算的話就 10/18 20:03 , 1 F → darkesthour 10/18 20:03,",淚溝的確很吃醫生,,
[問題] 新竹打淚溝玻尿酸的診所(或醫師),https://www.pttweb.cc/bbs/facelift/M.1729235727.A.7BC,,2024-10-18T15:15:00,", 6 F 新竹推安慎醫美，我淚溝是給陳宛玎醫師 10/22 14:38 , 6 F → Powevers 10/22 14:39,",溝是給陳宛玎醫師,新竹推安慎醫美,新竹
[問題] 眼袋內開手術容易有後遺症或復發嗎,https://www.pttweb.cc/bbs/facelift/M.1729060065.A.A9F,,2024-10-16T14:27:00,一直都有眼袋和淚溝的問題，查了很多資料也諮詢過好幾間診所，打算下下個月去做眼袋 內開轉脂肪手術，但我還沒跟公司請假，不知道要請多久，也想問問看大家眼袋手術會有 什麼後遺症嗎，一般手術動完，效果可以維持多久？很怕手術完沒多久就復發的我,,查了很多資料也諮詢過好幾間診所,
[問題] 眼袋內開手術容易有後遺症或復發嗎,https://www.pttweb.cc/bbs/facelift/M.1729060065.A.A9F,,2024-10-16T14:27:00,", 25 F 本來也想做內開眼袋手術.但醫生說我眼 10/17 17:00 , 25 F → skyionlol 10/17 17:00,",,,
[問題]想開眼袋桃園有推薦的診所嗎,https://www.pttweb.cc/bbs/facelift/M.1728572970.A.4CB,,2024-10-10T23:09:00,[問題]想開眼袋桃園有推薦的診所嗎 - 看板facelift - PTT網頁版,,想開眼袋桃園有推薦的診所,桃園
[問題]想開眼袋桃園有推薦的診所嗎,https://www.pttweb.cc/bbs/facelift/M.1728572970.A.4CB,,2024-10-10T23:09:00,"[問題]想開眼袋桃園有推薦的診所嗎 ＋收藏 分享 看板 facelift 作者 sp3573 (U妮) 時間 1年前 發表 (2024/10/10 23:09) , 1年前 編輯 推噓 10 ( 10 推 0 噓 17 → ) 留言 27則, 10人 參與 , 1年前 最新 討論串 1/1",,想開眼袋桃園有推薦的診所,桃園
[問題]想開眼袋桃園有推薦的診所嗎,https://www.pttweb.cc/bbs/facelift/M.1728572970.A.4CB,,2024-10-10T23:09:00,", 1 F 最近跟姊姊剛弄完眼袋，南崁的新顏診所 10/11 14:21 , 1 F → hankstak 10/11 14:21,",,南崁的新顏診所,
[問題]想開眼袋桃園有推薦的診所嗎,https://www.pttweb.cc/bbs/facelift/M.1728572970.A.4CB,,2024-10-10T23:09:00,", 14 F 朋友的媽媽在桃園淨漾時尚診所做眼袋外開 10/13 18:57 , 14 F → sham33 10/13 18:57,",,朋友的媽媽在桃園淨漾時尚診所,桃園
[問題]想開眼袋桃園有推薦的診所嗎,https://www.pttweb.cc/bbs/facelift/M.1728572970.A.4CB,,2024-10-10T23:09:00,", 18 F 我姐眼袋都是找院長做的，技術美感都很 10/16 13:21 , 18 F → damedame 10/16 13:21,",姐眼袋都是找院長,,
[問題] 眼袋內開、外開怎麼選？我好猶豫！,https://www.pttweb.cc/bbs/facelift/M.1728457314.A.3A1,,2024-10-09T15:01:00,", 15 F 會問醫生的建議，眼袋可以找蘇瑋智 他眼袋 10/11 14:50 , 15 F → janica 10/11 14:51,",會問醫生,,
[問題] 眼袋內開、外開怎麼選？我好猶豫！,https://www.pttweb.cc/bbs/facelift/M.1728457314.A.3A1,,2024-10-09T15:01:00,", 20 F 題外話 比起其他醫美 開眼袋cp值真的 10/15 09:29 , 20 F → Bloomlover 10/15 09:29,",,比起其他醫美,
[分享] 眼袋內開真實分享～跟考慮很久的你,https://www.pttweb.cc/bbs/facelift/M.1727880200.A.DD3,,2024-10-02T22:43:00,期待又緊張的心情真的心跳撲通撲通，諮詢師跟醫師都很專業，也沒什麼壓力的幫我諮詢 跟解答我的問題。結束後也沒有強迫推銷，我也說我要思考一下價格以及畢竟是手術(本 人從來沒有做手術過，所以真的緊張跟需要謹慎)。可想而知我真的有點小害怕，第一次 眼袋諮詢就不了了知，沒有後續進展。,諮詢師跟醫師,,
[分享] 眼袋內開真實分享～跟考慮很久的你,https://www.pttweb.cc/bbs/facelift/M.1727880200.A.DD3,,2024-10-02T22:43:00,謹慎的我~決定2023/11/11 去了同一間診所二次諮詢。 我這次做的功課更多 詢問的事情更仔細，手術時間多長啊? 怎麼方式的麻醉? 術前和術 後的相關問題，我都一一詢問。 最重要的是!!!醫生這次有說到一個重點，說我的眼袋再拖下去就可能需要做外開手術了( 哭，到時候會有縫線須要拆線，恢復期也會比較長。 當下我想說不能再拖了，是時候該衝一波，所以這次我下定決心送給自己眼袋手術的生日 禮物，想想不投資自己要投資誰啊? 把錢花在自己身上是最值得。 深呼吸一口氣後，就請諮詢師安排抽血檢查和排定了手術時間。,,去了同一間診所,
[分享] 眼袋內開真實分享～跟考慮很久的你,https://www.pttweb.cc/bbs/facelift/M.1727880200.A.DD3,,2024-10-02T22:43:00,2023/12/9 到了動手術的時間 手術前醫師會再做一次術前的溝通，好像稍微放鬆一點。 我是進行眼袋內開手術 ，傷口會在內眼瞼裡面，幾乎沒有什麼傷口。醫師有建議可以回 填淚溝，讓整體看起來更棒!!,手術前醫師,,
[分享] 眼袋內開真實分享～跟考慮很久的你,https://www.pttweb.cc/bbs/facelift/M.1727880200.A.DD3,,2024-10-02T22:43:00,手術醫生超專業跟我說是小手術，不用緊張一下就好了!!你眼袋不見之後 真的會變帥喔! ! 我心裡OS: 醫生我信你了!! 拜託了!!迌滼N前有夠緊張!!!!! (眼袋有夠明顯!!! 我自己 看了都累 T^T)ꀊ,手術醫生,,
[分享] 眼袋內開真實分享～跟考慮很久的你,https://www.pttweb.cc/bbs/facelift/M.1727880200.A.DD3,,2024-10-02T22:43:00,我是眼部局部麻醉，麻醉的時候真的是最緊張的時刻，因為醫生跟護理師有說這個步驟是 最痛的。醫生用沉穩的聲音跟我說: 好!! 那我們開始吧!! (醫生有放音樂，讓我心情比 較放鬆一點。) 麻醉可能會痛喔! 要忍耐一下。 第一針扎下去的時候，我心裡想: 喔!! 針頭很細!! 我可以忍耐的程度。沒有到痛爆!! 比拔智齒打麻醉跟擠針眼的麻醉相比，我覺得比較不痛!! 大家應該可以大略知道疼痛的 程度。但如果你很痛我沒有要負責喔!! 醫生有提醒如果感覺痛或是酸就舉手讓他知道，他再加麻藥。手術過程中，相當順利而且 很快速，整個過程...,因為醫生,,
[問題] 台南開眼袋醫生推薦？,https://www.pttweb.cc/bbs/facelift/M.1727555955.A.152,,2024-09-29T04:39:00,[問題] 台南開眼袋醫生推薦？ - 看板facelift - PTT網頁版,台南開眼袋醫生,,台南
[問題] 台南開眼袋醫生推薦？,https://www.pttweb.cc/bbs/facelift/M.1727555955.A.152,,2024-09-29T04:39:00,"[問題] 台南開眼袋醫生推薦？ ＋收藏 分享 看板 facelift 作者 kxwai (kxwai) 時間 1年前 發表 (2024/09/29 04:39) , 1年前 編輯 推噓 5 ( 5 推 0 噓 6 → ) 留言 11則, 5人 參與 , 1年前 最新 討論串 1/1",台南開眼袋醫生,,台南
[問題] 台南開眼袋醫生推薦？,https://www.pttweb.cc/bbs/facelift/M.1727555955.A.152,,2024-09-29T04:39:00,最近考慮要去開眼袋，想請問大家有沒有推薦的診所跟醫生呢？,推薦的診所跟醫生,想請問大家有沒有推薦的診所,
[問題] 台南開眼袋醫生推薦？,https://www.pttweb.cc/bbs/facelift/M.1727555955.A.152,,2024-09-29T04:39:00,"因為住在新營，目前考慮去柚欣尚水諮詢（醫生看起來不少有整型醫生, 跟文華尚水好像 同團隊） 但也考慮搭車去台南市區做，希望大家可以分享一下不錯的醫生，希望第一次開眼袋就成 功","來不少有整型醫生,享一下不錯的醫生",,台南
[問題] 台南開眼袋醫生推薦？,https://www.pttweb.cc/bbs/facelift/M.1727555955.A.152,,2024-09-29T04:39:00,", 1 F 之前就是在市區這個團隊給朱醫師開眼袋 09/29 11:10 , 1 F → betty5802 09/29 11:11,",這個團隊給朱醫師,,
[問題] 台南開眼袋醫生推薦？,https://www.pttweb.cc/bbs/facelift/M.1727555955.A.152,,2024-09-29T04:39:00,", 3 F 美美上美的蔡宗賢醫生，本人眼袋養了很 09/29 22:30 , 3 F → pony2129 09/29 22:30,",上美的蔡宗賢醫生,,
[問題] 極緻的眼袋手術評價怎麼樣,https://www.pttweb.cc/bbs/facelift/M.1726459508.A.D5C,,2024-09-16T12:05:00,最近準備去做眼袋手術 診所我目前選擇極緻 因為之前爬文的時候有看到版上有人提到他們家,,最近準備去做眼袋手術 診所我目前選擇極緻,
[問題] 極緻的眼袋手術評價怎麼樣,https://www.pttweb.cc/bbs/facelift/M.1726459508.A.D5C,,2024-09-16T12:05:00,", 11 F 移位淚溝醫師人很好,術前跟術後回診都 09/16 18:37 , 11 F → jolyzati 09/16 18:37,",移位淚溝醫師,,
[問題] 後天型眼袋想要找推薦醫生(內有診所),https://www.pttweb.cc/bbs/facelift/M.1726081420.A.87E,,2024-09-12T03:03:00,[問題] 後天型眼袋想要找推薦醫生(內有診所) - 看板facelift - PTT網頁版,袋想要找推薦醫生,內有診所,
[問題] 後天型眼袋想要找推薦醫生(內有診所),https://www.pttweb.cc/bbs/facelift/M.1726081420.A.87E,,2024-09-12T03:03:00,"[問題] 後天型眼袋想要找推薦醫生(內有診所) ＋收藏 分享 看板 facelift 作者 keneyliu (喵) 時間 1年前 發表 (2024/09/12 03:03) , 1年前 編輯 推噓 6 ( 6 推 0 噓 9 → ) 留言 15則, 5人 參與 , 1年前 最新 討論串 1/1",袋想要找推薦醫生,內有診所,
[問題] 後天型眼袋想要找推薦醫生(內有診所),https://www.pttweb.cc/bbs/facelift/M.1726081420.A.87E,,2024-09-12T03:03:00,6月中的時候參加同學會 發現以前班上人緣好的幾個女生 看起來都比我小好幾歲 因為不熟所以不好意思問他們的保養方式 回去後還是覺得有點被刺激到 感覺普通保養對自己也沒效了 所以開始查眼袋手術的資料 也有問幾個比較好的且有做過的朋友 綜合評估下想要去晶華診所諮詢 想問問有沒有推薦的醫生 希望是手術經驗豐富一點的醫生,"有沒有推薦的醫生,驗豐富一點的醫生",綜合評估下想要去晶華診所,
[問題] 後天型眼袋想要找推薦醫生(內有診所),https://www.pttweb.cc/bbs/facelift/M.1726081420.A.87E,,2024-09-12T03:03:00,", 10 F 可以去諮詢詹東峻醫生，我也是眼袋很肥 09/16 19:05 , 10 F → angel75 09/16 19:05,",去諮詢詹東峻醫生,,
[問題] 眼袋用熊貓針有效嗎還是直接手術,https://www.pttweb.cc/bbs/facelift/M.1725854804.A.942,,2024-09-09T12:06:00,", 41 F 我很久之前找去蘇黎世找蘇院長做眼袋手術 09/13 17:53 , 41 F → Kane514 09/13 17:53,",去蘇黎世找蘇院長,,
[問題] 媽媽 眼袋 法令紋問題 求推薦醫師,https://www.pttweb.cc/bbs/facelift/M.1725796850.A.DD9,,2024-09-08T20:00:00,[問題] 媽媽 眼袋 法令紋問題 求推薦醫師 - 看板facelift - PTT網頁版,求推薦醫師,,
[問題] 媽媽 眼袋 法令紋問題 求推薦醫師,https://www.pttweb.cc/bbs/facelift/M.1725796850.A.DD9,,2024-09-08T20:00:00,"[問題] 媽媽 眼袋 法令紋問題 求推薦醫師 ＋收藏 分享 看板 facelift 作者 cafecoffee ( ) 時間 1年前 發表 (2024/09/08 20:00) , 編輯 推噓 7 ( 7 推 0 噓 22 → ) 留言 29則, 9人 參與 , 1年前 最新 討論串 1/1",求推薦醫師,,
[問題] 媽媽 眼袋 法令紋問題 求推薦醫師,https://www.pttweb.cc/bbs/facelift/M.1725796850.A.DD9,,2024-09-08T20:00:00,最近一直以來對我會去打雷射做醫美很有意見的媽媽（60歲）突然說他想去弄眼袋，又說 他眼睛垂（變小）、臉也垂，好像是周遭朋友建議他進廠維修一下。,,最近一直以來對我會去打雷射做醫美,
[問題] 媽媽 眼袋 法令紋問題 求推薦醫師,https://www.pttweb.cc/bbs/facelift/M.1725796850.A.DD9,,2024-09-08T20:00:00,", 21 F 沒拉皮只做眼袋外開，黃仁吳醫生做的 09/18 02:50 , 21 F 推 end040404 09/18 18:52,",黃仁吳醫生,,
[分享] 眼袋內開手術推薦早做早享受心得！,https://www.pttweb.cc/bbs/facelift/M.1725350697.A.0ED,,2024-09-03T16:04:00,本來有想說我的狀況是不是靠微整就能改善 例如說補個玻尿酸或是自體脂肪之類的 但諮詢時醫生有提到如果只是用填補的話 眼袋問題是沒有辦法解決的 考量手術的維持度和效果都遠比填補來得好 想一想就直接做手術解決了,但諮詢時醫生,,
[分享] 眼袋內開手術推薦早做早享受心得！,https://www.pttweb.cc/bbs/facelift/M.1725350697.A.0ED,,2024-09-03T16:04:00,我做的是眼袋內開回推淚溝 醫生當時也有說 如果做完淚溝還是有的話可以再視情況看要做什麼填補 過程中都很有耐心的諮詢並且回覆我一堆有的沒有的問題 重點是醫生都沒有給我壓力！,重點是醫生,,
[問題] 玻尿酸殘留後的眼袋手術諮詢已刪文,https://www.pttweb.cc/bbs/facelift/M.1724747987.A.318,,2024-08-27T16:39:00,結果 醫師說，摸起來還是有殘留 內開效果不好，開完還是會有一條 就跟眼袋一樣,,,
[問題] 眼袋內開補淚溝要選轉位/回推/回填？,https://www.pttweb.cc/bbs/facelift/M.1724666584.A.054,,2024-08-26T18:03:00,目前已經有預約諮詢余德毅和黃仁吳醫生 台北還有其他專精眼袋評價不錯的醫生嗎,"德毅和黃仁吳醫生,袋評價不錯的醫生",,台北
[問題] 眼袋內開補淚溝要選轉位/回推/回填？,https://www.pttweb.cc/bbs/facelift/M.1724666584.A.054,,2024-08-26T18:03:00,", 25 F 同樓上 同樣想問李京軒醫師眼袋相關，哪 08/29 12:30 , 25 F → ttzoom 08/29 12:30,",樣想問李京軒醫師,,
[問題] 眼袋內開補淚溝要選轉位/回推/回填？,https://www.pttweb.cc/bbs/facelift/M.1724666584.A.054,,2024-08-26T18:03:00,", 32 F 醫生會建議適合你的，我做完內開＋回填 08/29 19:46 , 32 F → borderer 08/29 19:46,",,,
[分享] 超成功眼袋手術，超威,https://www.pttweb.cc/bbs/facelift/M.1724567601.A.DCD,,2024-08-25T14:33:00,一個禮拜還是腫的，當時看到自己右眼很擔心是不是做失敗 因為看起來很是很拋，感覺眼袋還在 中間有回診所打了2次雙胜胺點滴 醫生說術後傷口恢復的很順利 還幫我很仔細看過一遍眼袋內開的狀況以及補脂後恢復的進度,,中間有回診所,
[分享] 超成功眼袋手術，超威,https://www.pttweb.cc/bbs/facelift/M.1724567601.A.DCD,,2024-08-25T14:33:00,！！兩週後腫脹感終於消失而且臉部瘀青跟瘀血幾乎沒有了 所以有去接了睫毛 整體看起來比手術前有精神，不過補脂的地方還是有點硬跟壓痛 醫生之前是有提到脂肪融合需要點時間不會這麼快 但就目前兩週的恢復狀況跟術後狀況覺得很滿意也開心 而且不說完全沒人發現我動過眼袋手術，真神奇 只剩下原本就有的黑眼圈,,,
[分享] 超成功眼袋手術，超威,https://www.pttweb.cc/bbs/facelift/M.1724567601.A.DCD,,2024-08-25T14:33:00,", 42 F 想知道醫生跟價位，謝謝 09/02 18:16 , 42 F 眼袋問題好像是滿多人的困擾，大家詢問的好多!! 幫我做眼袋手術的醫生是黃永瀚，我內開還有補蘋果肌，因為局部麻醉，費用算下來我覺得 滿OK的，比其他家優惠，約五萬初一點點","想知道醫生,做眼袋手術的醫生",,
[分享] 眼袋手術後的半年，歡心分享,https://www.pttweb.cc/bbs/facelift/M.1724312783.A.B15,,2024-08-22T15:46:00,很多人都說我的眼睛很漂亮，但如果沒有眼袋跟細紋這些問題 應該會更完美 後來聽說眼袋是不可逆的，只能做手術處理掉 已經走過許多歪路的我，馬上上網爬文後就決定直接找診所諮詢了！！,,馬上上網爬文後就決定直接找診所,
[分享] 眼袋手術後的半年，歡心分享,https://www.pttweb.cc/bbs/facelift/M.1724312783.A.B15,,2024-08-22T15:46:00,因為很清楚自己有一天一定會做眼袋手術 那我何不早點做，畢竟我都成年了 而且工作一陣子也有積蓄了 所以和手術醫師諮詢討論完後決定做眼袋內開＋自體脂肪補淚溝和蘋果肌 因為還要抽脂，所以選擇全身麻醉 手術當天本來預計會抽肚子的脂肪 但是現場醫師評估脂肪不夠，所以改抽大腿根部 一覺醒來後眼睛意外的完全沒有不適感！ 不過可以明顯的已經開始腫了 這是當天手術後清醒的樣子,"所以和手術醫師,但是現場醫師",,
[分享] 眼袋手術後的半年，歡心分享,https://www.pttweb.cc/bbs/facelift/M.1724312783.A.B15,,2024-08-22T15:46:00,", 21 F 請問診所、醫生和價位，感謝！ 08/27 01:55 , 21 F 我是給詹東峻醫師手術的，做的品項上面有說眼袋內開＋自體脂肪補淚溝和蘋果肌，因為是 全身麻醉，價格約七萬 診所有說局部麻醉比較便宜，但我很怕，所以就加錢好好睡一覺，不緊張的版友可以自己評 估要那種方式",我是給詹東峻醫師,請問診所,
[問題] 眼袋轉位手術維持度真的比較好嗎？,https://www.pttweb.cc/bbs/facelift/M.1724131744.A.C50,,2024-08-20T13:29:00,不過最近看到眼袋轉位這個術式大家做完都說效果不錯 加上是直接把多餘的脂肪補回淚溝的地方 就不用擔心自體脂肪吸收問題覺得很心動 所以有先去諮詢版上很多人問的花漾診所錢逸群醫師,漾診所錢逸群醫師,所以有先去諮詢版上很多人問的花漾診所,
[問題] 眼袋轉位手術維持度真的比較好嗎？,https://www.pttweb.cc/bbs/facelift/M.1724131744.A.C50,,2024-08-20T13:29:00,當時跟錢醫生談了蠻久 一直以為我的淚溝算明顯的 不過醫生是說不用額外補脂可以直接轉位 蠻訝異醫生算老實的 直接說他做的術式的優點就是復發率低很多 但缺點就是恢復期會長一些 其實覺得醫生很實在的也好溝通 仔細想想我也是比較在意術後維持度 只是好像比較少看到有做超過一年以上的分享？真的維持度會比較好點嗎？ 也想知道恢復期的狀況如何？感恩,"當時跟錢醫生,不過醫生,蠻訝異醫生,其實覺得醫生",,
[問題] 眼袋轉位手術維持度真的比較好嗎？,https://www.pttweb.cc/bbs/facelift/M.1724131744.A.C50,,2024-08-20T13:29:00,", 4 F 我也是錢醫生說補脂，目前做完才半年，效 08/20 15:52 , 4 F → naive 08/20 15:52,",我也是錢醫生,,
[問題] 眼袋轉位手術維持度真的比較好嗎？,https://www.pttweb.cc/bbs/facelift/M.1724131744.A.C50,,2024-08-20T13:29:00,", 6 F 上面漏字 錢醫生說不用補脂 08/20 15:53 , 6 F 推 isurrender 08/21 01:16,",,,
[問題] 眼袋轉位手術維持度真的比較好嗎？,https://www.pttweb.cc/bbs/facelift/M.1724131744.A.C50,,2024-08-20T13:29:00,", 14 F 醫美診所的護理師有說，轉位容易復發 08/23 22:59 , 14 F 推 OOXXLIN 08/24 12:34,",,醫美診所,
[問題] 北部/鼻翼+歪鼻/黑眼圈 痘疤推薦?,https://www.pttweb.cc/bbs/facelift/M.1724079003.A.D66,,2024-08-19T22:50:00,最後就是黑眼圈 或是考慮非侵入的眼袋醫美(?) 有開刀的還是有點怕 想請問 以上都能在一個地方諮詢搞定是有可能的嗎? 主要是希望可以整體規劃 (有個可靠的醫師),有個可靠的醫師,或是考慮非侵入的眼袋醫美,
[問題] 北部/鼻翼+歪鼻/黑眼圈 痘疤推薦?,https://www.pttweb.cc/bbs/facelift/M.1724079003.A.D66,,2024-08-19T22:50:00,", 1 F 黑眼圈我推銀河星辰的楊醫師，他玻尿 08/22 17:05 , 1 F → a22792279 08/22 17:05,",銀河星辰的楊醫師,,
[問題] 北部眼袋手術醫師推薦,https://www.pttweb.cc/bbs/facelift/M.1724037740.A.E7B,,2024-08-19T11:22:00,[問題] 北部眼袋手術醫師推薦 - 看板facelift - PTT網頁版,北部眼袋手術醫師,,
[問題] 北部眼袋手術醫師推薦,https://www.pttweb.cc/bbs/facelift/M.1724037740.A.E7B,,2024-08-19T11:22:00,"[問題] 北部眼袋手術醫師推薦 ＋收藏 分享 看板 facelift 作者 Coffaree (豆沙色女王) 時間 1年前 發表 (2024/08/19 11:22) , 編輯 推噓 16 ( 16 推 0 噓 31 → ) 留言 47則, 17人 參與 , 1年前 最新 討論串 1/1",北部眼袋手術醫師,,
[問題] 北部眼袋手術醫師推薦,https://www.pttweb.cc/bbs/facelift/M.1724037740.A.E7B,,2024-08-19T11:22:00,"不知道是不是遺傳性的,我從小就開始有眼袋了,但那時候並不深,直到最近開始上班後,休 息時間沒以前那麼多,眼袋越來越深了,現在我才二字頭但每次讓人感覺好像四十幾歲,目 前已經有幾個口袋名單,想多找幾個醫師,所以來問問看有沒有人在台北做過眼袋手術,有 推薦的醫師嗎?","想多找幾個醫師,推薦的醫師",,台北
[問題] 北部眼袋手術醫師推薦,https://www.pttweb.cc/bbs/facelift/M.1724037740.A.E7B,,2024-08-19T11:22:00,", 38 F 推余德毅醫生，給他做完內開眼袋要五年了 08/22 19:30 , 38 F → Xd85ny 08/22 19:30,",推余德毅醫生,,
